aggregation_level,service_mode,reporting_group,measure_group,measure,category,weighted_percent,ObjectId
Reporting Group,Bus,Brighton/Allston/Watertown - Boston,Fares,Reduced Fares,Transportation Access Pass (TAP),0.00712906,2020
Reporting Group,Commuter Rail,Providence/Stoughton Line,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.159443092,4731
Service Mode,Bus,All Bus,Race and Ethnicity,Hispanic or Latino/Latina,Prefer not to say,0.008475238,12977
Service Mode,Commuter Rail,All Commuter Rail,Alternative Modes,Alternative Mode,Other,0.008654103,12831
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Brigham Circle to Heath Street,Fares,Fare Product,7-day Pass,0.180680091,6120
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Ashmont,Vehicles,Cars per Capita,Strictly between 0 and 0.5,0.373992467,10687
Reporting Group,Bus,15,Fares,Fare Product,7-day Pass,0.273454239,773
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Boylston,Race and Ethnicity,Race,Black or African American,0.201999497,6370
Reporting Group,Bus,Malden/Everett - North,Race and Ethnicity,Race,Prefer not to say,0.069900715,2930
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Other Demographics,Age,26 to 34,0.332976514,7603
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Maverick,Race and Ethnicity,Race,White,0.550135672,5494
Reporting Group,Bus,Cambridge/Arlington - Harvard,Vehicles,Cars per Capita,0,0.479529617,2421
Reporting Group,Bus,Roxbury/Dorchester/Mattapan/South End - East,Fares,Fare Product,Pay-as-you-go,0.269155966,3412
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Downtown Crossing,Income,Household Income,100% to 140% of Area Median Income,0.075876126,8890
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Gilman Square and East Somerville,Alternative Modes,Alternative Mode,Walk,0.472062143,6724
Service Mode,Rapid Transit or Bus Rapid Transit,All Rapid Transit or Bus Rapid Transit,Race and Ethnicity,Race,Middle Eastern or North African,0.029882416,13315
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Wellington,Race and Ethnicity,Title VI Minority,No,0.41873957,10356
Reporting Group,Bus,66,Access Mode,Access to First MBTA Service,Carpooled or Dropped off by Personal Vehicle,0.01437906,1800
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Sullivan Square,Alternative Modes,Alternative Mode,Private Shuttle or Other Transit,0.0,9728
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Harvard Avenue,Other Demographics,Gender,Non-Binary,0.037615687,6988
Reporting Group,Bus,Somerville/Medford/Charlestown - West,Race and Ethnicity,Race,White,0.559554779,3791
Reporting Group,Bus,111,Fares,Reduced Fares,Transportation Access Pass (TAP),0.003095811,312
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Griggs Street to Warren Street,Other Demographics,Gender,Woman,0.397775067,7160
Reporting Group,Bus,9,Other Demographics,Gender,Woman,0.631652928,2058
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Symphony,Income,Household Income,140% to 200% of Area Median Income,0.030384739,8216
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Braintree,Alternative Modes,Alternative Mode,Drive Alone,0.400041439,10762
Reporting Group,Bus,47,Income,Household Income,60% to 80% of Area Median Income,0.193507811,1434
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Copley,Fares,Reduced Fares,Full Fare,0.775422019,6444
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Alternative Modes,Alternative Mode,Taxi or Rideshare Company,0.282036521,7792
Reporting Group,Bus,Malden/Everett - South,Fares,Reduced Fares,Full Fare,0.863104228,2859
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Kenmore,Race and Ethnicity,Hispanic or Latino/Latina,Yes,0.191785563,7586
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Fenway and Longwood,Fares,Reduced Fares,Senior CharlieCard,0.025497331,6642
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Government Center,Race and Ethnicity,Race,American Indian or Alaska Native,0.039204538,7067
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Boylston,Other Demographics,Gender,Man,0.368252989,6180
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Alternative Modes,Alternative Mode,Private Shuttle or Other Transit,0.029794972,7880
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Fenway and Longwood,Race and Ethnicity,Race,Native Hawaiian or other Pacific Islander,0.006778983,6479
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Revere Beach,Fares,Fare Product,Monthly Pass,0.361526489,5400
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Blandford Street to BU Central,Income,Title VI Low-Income,Yes,0.84243642,6014
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Wonderland,Fares,Reduced Fares,Transportation Access Pass (TAP),0.00543476,5763
Reporting Group,Bus,Cambridge/Arlington - Harvard,Race and Ethnicity,Race,Other,0.015806059,2406
Reporting Group,Commuter Rail,Kingston Line,Fares,Reduced Fares,Senior CharlieCard,0.006182335,4105
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Jackson Square,Race and Ethnicity,Hispanic or Latino/Latina,Yes,0.298825193,9369
Reporting Group,Commuter Rail,Fitchburg Line,Vehicles,Cars per Capita,Strictly between 0 and 0.5,0.286603535,3729
Reporting Group,Rapid Transit or Bus Rapid Transit - Silver Line BRT,SL3,Vehicles,Cars per Capita,Strictly between 0 and 0.5,0.272915467,12336
Reporting Group,Bus,Roxbury/Dorchester/Mattapan/South End - West,Trip Purpose and Frequency,Frequency,3 to 4 days per week,0.207096252,3448
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Harvard,Fares,Reduced Fares,Student (S-Card or M7),0.020373779,10815
Reporting Group,Commuter Rail,Kingston Line,Access Mode,Access to First MBTA Service,Walked,0.563421306,4078
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Magoun Square,Income,Household Income,140% to 200% of Area Median Income,0.06396448,7448
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Tufts Medical Center,Alternative Modes,Used Alternative Mode,No,0.912056189,10257
Reporting Group,Bus,Malden/Everett - North,Trip Purpose and Frequency,Trip Purpose,Home-based Work,0.565131094,2958
Rapid Transit or Bus Rapid Transit Line,Rapid Transit or Bus Rapid Transit - Orange Line,All Orange Line,Other Demographics,Gender,Man,0.395930299,12518
Reporting Group,Bus,47,Fares,Reduced Fares,Transportation Access Pass (TAP),0.005335576,1431
Reporting Group,Commuter Rail,Kingston Line,Vehicles,Usable Cars,2,0.346506649,4171
Reporting Group,Bus,71,Race and Ethnicity,Race,Other,0.046461643,1787
Reporting Group,Bus,32,Vehicles,Usable Cars,1,0.3979324,1040
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Brigham Circle to Heath Street,Trip Purpose and Frequency,Frequency,Less than once per month,0.075421556,6193
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Brookline Village to Beaconsfield,Alternative Modes,Alternative Mode,Private Shuttle or Other Transit,0.066003507,6221
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Wood Island,Race and Ethnicity,Race,American Indian or Alaska Native,0.029521524,5652
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Stony Brook,Alternative Modes,Alternative Mode,Other,0.0,9846
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Quincy Center,Alternative Modes,Alternative Mode,Other,0.0,11615
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,North Station,Other Demographics,Ability to Understand English,Sometimes,0.042117698,9364
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Forest Hills,Fares,Fare Product,Student Pass (M7),0.075136909,8962
Reporting Group,Bus,47,Alternative Modes,Alternative Mode,Drive Alone,0.100086217,1369
Reporting Group,Bus,28 & 29,Other Demographics,Ability to Understand English,Prefer not to say,0.003055656,1115
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Summit Ave to Cleveland Circle,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.061468199,8056
Reporting Group,Bus,"114, 116, & 117",Income,Household Income,30% to 60% of Area Median Income,0.389081201,451
Reporting Group,Bus,73,Other Demographics,Ability to Understand English,Always,0.898228844,1881
Reporting Group,Bus,39,Other Demographics,Age,45 to 64,0.083301868,1386
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,State,Income,Household Income,80% to 100% of Area Median Income,0.118467941,5272
Reporting Group,Commuter Rail,Providence/Stoughton Line,Alternative Modes,Alternative Mode,Drive Alone,0.601775433,4585
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Ball Square,Other Demographics,Age,Under 18,0.034820762,6272
Reporting Group,Commuter Rail,Franklin/Foxboro Line,Alternative Modes,Alternative Mode,Private Shuttle or Other Transit,0.0,4025
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Park Street,Other Demographics,Gender,Prefer not to say,0.005946071,11508
Reporting Group,Commuter Rail,Needham Line,Race and Ethnicity,Race,Black or African American,0.275104211,4697
Reporting Group,Commuter Rail,Providence/Stoughton Line,Other Demographics,Age,18 to 25,0.298170781,4792
Systemwide,All Modes,Systemwide,Other Demographics,Age,Under 18,0.042918412,13215
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Jackson Square,Access Mode,Access to First MBTA Service,Walked,0.91226599,8926
Reporting Group,Commuter Rail,Lowell Line,Alternative Modes,Alternative Mode,Different MBTA Service,0.198262565,4216
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Fenway and Longwood,Other Demographics,Ability to Understand English,Always,0.934836043,6730
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Broadway,Race and Ethnicity,Race,American Indian or Alaska Native,0.019193444,10621
Reporting Group,Bus,SL4,Alternative Modes,Alternative Mode,Different MBTA Service,0.212287215,3352
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Stony Brook,Income,Household Income,140% to 200% of Area Median Income,0.046572627,9923
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Kenmore,Alternative Modes,Used Alternative Mode,Yes,0.121640158,6958
Reporting Group,Bus,Somerville/Medford/Charlestown - West,Other Demographics,Gender,Woman,0.581123985,3703
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Back Bay,Income,Title VI Low-Income,No,0.429526004,8779
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,North Station,Alternative Modes,Alternative Mode,"Bike, Scooter, or Other Micromobility",0.025114496,9225
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,State,Race and Ethnicity,Race,Prefer not to say,0.074848411,9758
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Brigham Circle to Heath Street,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.112492037,6126
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Lechmere and Science Park/West End,Other Demographics,Gender,Prefer not to say,0.00880757,7504
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Roxbury Crossing,Race and Ethnicity,Race,Middle Eastern or North African,0.031183313,9654
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Central,Income,Household Income,140% to 200% of Area Median Income,0.037290523,10752
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Brigham Circle to Heath Street,Fares,Reduced Fares,Other Reduced or Free Fare,0.011854661,6131
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Income,Household Income,140% to 200% of Area Median Income,0.020838229,4964
Reporting Group,Commuter Rail,Middleborough/Lakeville Line,Alternative Modes,Alternative Mode,Other,0.03404258,4557
Rapid Transit or Bus Rapid Transit Line,Rapid Transit or Bus Rapid Transit - Silver Line BRT,All Silver Line BRT,Alternative Modes,Alternative Mode,Drive Alone,0.205859038,13059
Reporting Group,Bus,1,Race and Ethnicity,Race,White,0.437256419,64
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Broadway,Fares,Reduced Fares,Transportation Access Pass (TAP),0.016247248,10564
Reporting Group,Commuter Rail,Franklin/Foxboro Line,Access Mode,Access to First MBTA Service,Private Shuttle or Other Transit,0.037356946,4016
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Oak Grove,Other Demographics,Ability to Understand English,Never,0.010605461,9576
Reporting Group,Bus,Somerville/Medford/Charlestown - East,Fares,Reduced Fares,Youth Pass,0.053981311,3616
Service Mode,Commuter Rail,All Commuter Rail,Alternative Modes,Used Alternative Mode,No,0.827866907,12832
Reporting Group,Rapid Transit or Bus Rapid Transit - Silver Line BRT,SL1,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.118332846,12177
Reporting Group,Bus,Cambridge/Arlington - Harvard,Trip Purpose and Frequency,Trip Purpose,Home-based Social Activity,0.101112762,2418
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Charles/MGH,Alternative Modes,Alternative Mode,Different MBTA Service,0.166616207,10733
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,State,Fares,Fare Product,Monthly Pass,0.425502018,5598
Reporting Group,Bus,111,Fares,Fare Product,Semester Pass,0.005228267,305
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Summit Ave to Cleveland Circle,Access Mode,Access to First MBTA Service,The RIDE,0.004551442,8331
Reporting Group,Bus,Malden/Everett - North,Fares,Fare Product,Pay-as-you-go,0.290139878,3046
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Wellington,Race and Ethnicity,Title VI Minority,Yes,0.58126043,10350
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Forest Hills,Income,Household Income,80% to 100% of Area Median Income,0.110385213,9117
Reporting Group,Commuter Rail,Needham Line,Vehicles,Usable Cars,2,0.23471818,4468
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Assembly,Race and Ethnicity,Title VI Minority,No,0.388337539,8645
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Union Square,Income,Household Income,Prefer not to say,0.039697616,8031
Reporting Group,Commuter Rail,Greenbush Line,Trip Purpose and Frequency,Frequency,3 to 4 days per week,0.22058919,4227
Reporting Group,Commuter Rail,Middleborough/Lakeville Line,Other Demographics,Age,Under 18,0.057839669,4719
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Wollaston,Income,Household Income,60% to 80% of Area Median Income,0.184794615,12218
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Massachusetts Avenue,Race and Ethnicity,Race,Prefer not to say,0.01737997,9567
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Andrew,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.083383169,10127
Reporting Group,Bus,Roxbury/Dorchester/Mattapan/South End & Jamaica Plain/Roslindale/Hyde Park,Income,Household Income,Prefer not to say,0.089150714,3527
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Harvard Avenue,Trip Purpose and Frequency,Trip Purpose,Home-based Social Activity,0.112060614,7014
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Fields Corner,Trip Purpose and Frequency,Frequency,1 to 2 days per week,0.087386947,11096
Reporting Group,Bus,Malden/Everett - South,Income,Household Income,200% or more of Area Median Income,0.010602819,3022
Reporting Group,Bus,4 & 7,Race and Ethnicity,Race,Middle Eastern or North African,0.040300051,1494
Reporting Group,Bus,22,Alternative Modes,Alternative Mode,Different MBTA Service,0.288593541,721
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Malden Center,Race and Ethnicity,Title VI Minority,Yes,0.711305649,9317
Reporting Group,Bus,4 & 7,Access Mode,Access to First MBTA Service,Walked,0.958428241,1238
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Washington Street to Boston College,Fares,Fare Product,Monthly Pass,0.377235887,8396
Rapid Transit or Bus Rapid Transit Line,Rapid Transit or Bus Rapid Transit - Blue Line,All Blue Line,Other Demographics,Age,65 or older,0.034556964,12786
Reporting Group,Bus,47,Vehicles,Usable Cars,3 or more,0.041249988,1237
Reporting Group,Bus,Roxbury/Dorchester/Mattapan/South End - West,Race and Ethnicity,Hispanic or Latino/Latina,No,0.66226804,3435
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Symphony,Fares,Fare Product,Semester Pass,0.036116751,8202
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Haymarket,Other Demographics,Gender,Woman,0.576182216,9000
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Quincy Center,Alternative Modes,Alternative Mode,Taxi or Rideshare Company,0.338911395,11610
Reporting Group,Commuter Rail,Lowell Line,Vehicles,Cars per Capita,Strictly between 0 and 0.5,0.267582418,4606
Reporting Group,Bus,34 & 34E,Fares,Fare Product,Student Pass (M7),0.068554015,812
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Eliot to Riverside,Race and Ethnicity,Race,Other,0.073512518,6621
Reporting Group,Bus,Roxbury/Dorchester/Mattapan/South End - East,Other Demographics,Ability to Understand English,Sometimes,0.059876975,3563
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,South Station,Other Demographics,Age,26 to 34,0.330271141,12030
Reporting Group,Bus,73,Access Mode,Access to First MBTA Service,Carpooled or Dropped off by Personal Vehicle,0.039249442,1946
Reporting Group,Bus,86,Fares,Reduced Fares,Student (S-Card or M7),0.014953076,2120
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Quincy Center,Alternative Modes,Used Alternative Mode,Yes,0.113386331,11617
Reporting Group,Bus,16,Fares,Reduced Fares,Senior CharlieCard,0.012082211,488
Reporting Group,Bus,61 & 70,Vehicles,Usable Cars,1,0.366116242,1796
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Savin Hill,Race and Ethnicity,Race,Other,0.091065544,11709
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,South Station,Income,Household Income,Less than 30% of Area Median Income,0.126719787,11944
Reporting Group,Bus,Malden/Everett - North,Vehicles,Usable Cars,0,0.369790072,2967
Reporting Group,Bus,10,Trip Purpose and Frequency,Trip Purpose,Non-home Based,0.088819431,361
Reporting Group,Bus,73,Trip Purpose and Frequency,Frequency,6 to 7 days per week,0.087084929,2311
Reporting Group,Bus,"114, 116, & 117",Trip Purpose and Frequency,Frequency,3 to 4 days per week,0.221788422,587
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Wellington,Other Demographics,Gender,Man,0.408306067,10312
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Copley,Fares,Fare Product,Other,0.003853037,6443
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Jackson Square,Vehicles,Usable Cars,0,0.436365088,9402
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Oak Grove,Other Demographics,Age,Under 18,0.022613937,9583
Reporting Group,Bus,10,Income,Household Income,80% to 100% of Area Median Income,0.147786506,169
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Community College,Trip Purpose and Frequency,Frequency,1 to 3 days per month,0.072686849,8489
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Jackson Square,Access Mode,Access to First MBTA Service,Carpooled or Dropped off by Personal Vehicle,0.033551831,8929
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Forest Hills,Alternative Modes,Alternative Mode,Taxi or Rideshare Company,0.233775269,9188
Reporting Group,Bus,43 & SL5,Other Demographics,Ability to Understand English,Prefer not to say,0.003547735,1262
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,North Station,Race and Ethnicity,Title VI Minority,No,0.485804558,9535
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Haymarket,Race and Ethnicity,Hispanic or Latino/Latina,No,0.707674316,9005
Reporting Group,Bus,Cambridge/Arlington - Alewife,Fares,Fare Product,Other,0.003571246,2693
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Downtown Crossing,Vehicles,Cars per Capita,Strictly between 0 and 0.5,0.268956453,11182
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Government Center,Fares,Reduced Fares,Senior CharlieCard,0.062666682,4990
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Porter,Trip Purpose and Frequency,Frequency,Less than once per month,0.12528546,11747
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Income,Title VI Low-Income,Yes,0.746443363,7848
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Community College,Vehicles,Usable Cars,0,0.3789383,8501
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Blandford Street to BU Central,Race and Ethnicity,Hispanic or Latino/Latina,No,0.825077456,6031
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Fenway and Longwood,Other Demographics,Gender,Woman,0.613665582,6756
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Malden Center,Other Demographics,Age,65 or older,0.026448114,9296
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Northeastern to Longwood Medical Area,Income,Household Income,60% to 80% of Area Median Income,0.13989572,7252
Service Mode,Bus,All Bus,Income,Household Income,140% to 200% of Area Median Income,0.015966886,12954
Reporting Group,Bus,104,Other Demographics,Ability to Understand English,Sometimes,0.133457382,9
Reporting Group,Bus,57,Fares,Fare Product,Other,0.010220273,1347
Reporting Group,Bus,Cambridge/Arlington - Harvard,Income,Household Income,60% to 80% of Area Median Income,0.250251561,2478
Reporting Group,Bus,Roxbury/Dorchester/Mattapan/South End - West,Other Demographics,Age,45 to 64,0.094410135,3423
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Davis,Income,Title VI Low-Income,Yes,0.621592228,10991
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Jackson Square,Fares,Reduced Fares,Senior CharlieCard,0.010994459,9046
Rapid Transit or Bus Rapid Transit Line,Rapid Transit or Bus Rapid Transit - Mattapan Trolley,All Mattapan Trolley,Income,Household Income,Prefer not to say,0.150824333,12573
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Davis,Vehicles,Usable Cars,0,0.450234635,10915
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Broadway,Other Demographics,Gender,Prefer not to say,0.00109665,10613
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Vehicles,Usable Cars,3 or more,0.019727854,4829
Reporting Group,Bus,Roxbury/Dorchester/Mattapan/South End - West,Alternative Modes,Alternative Mode,Other,0.0,3493
Reporting Group,Bus,Cambridge/Arlington - Harvard,Other Demographics,Ability to Understand English,Sometimes,0.047107104,2488
Reporting Group,Rapid Transit or Bus Rapid Transit - Silver Line BRT,SL2,Alternative Modes,Alternative Mode,"Bike, Scooter, or Other Micromobility",0.0,12251
Reporting Group,Bus,4 & 7,Other Demographics,Age,45 to 64,0.105442062,1483
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Trip Purpose and Frequency,Frequency,5 days per week,0.358889748,7624
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Income,Household Income,30% to 60% of Area Median Income,0.220441255,7664
Reporting Group,Bus,Quincy - West,Race and Ethnicity,Race,White,0.409794596,3313
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Community College,Other Demographics,Ability to Understand English,Never,0.005056164,8458
Reporting Group,Commuter Rail,Middleborough/Lakeville Line,Income,Title VI Low-Income,No,0.291744482,4715
Rapid Transit or Bus Rapid Transit Line,Rapid Transit or Bus Rapid Transit - Silver Line BRT,All Silver Line BRT,Fares,Reduced Fares,Senior CharlieCard,0.010703708,12910
Reporting Group,Bus,21,Fares,Reduced Fares,Senior CharlieCard,0.009396628,458
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,State,Income,Household Income,200% or more of Area Median Income,0.029296637,9723
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Eliot to Riverside,Trip Purpose and Frequency,Frequency,6 to 7 days per week,0.078539865,6625
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Stony Brook,Fares,Reduced Fares,Transportation Access Pass (TAP),0.016462143,9911
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Brookline Village to Beaconsfield,Vehicles,Usable Cars,3 or more,0.053473884,6419
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Central,Other Demographics,Age,26 to 34,0.369634456,10792
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,North Quincy,Fares,Fare Product,7-day Pass,0.134253261,11440
Reporting Group,Bus,22,Race and Ethnicity,Hispanic or Latino/Latina,No,0.78770345,869
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Wonderland,Trip Purpose and Frequency,Frequency,Less than once per month,0.105780562,5688
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Vehicles,Cars per Capita,Strictly between 0 and 0.5,0.232617078,7636
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Washington Street to Boston College,Vehicles,Cars per Capita,0,0.509653296,8062
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Symphony,Race and Ethnicity,Race,White,0.604600124,8279
Reporting Group,Bus,Cambridge/Arlington - Harvard,Other Demographics,Ability to Understand English,Always,0.934528946,2486
Reporting Group,Bus,Cambridge/Arlington - Harvard,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.124695065,2471
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,South Station,Income,Household Income,30% to 60% of Area Median Income,0.23671276,11946
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Davis,Race and Ethnicity,Hispanic or Latino/Latina,Yes,0.120708303,11011
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Kenmore,Alternative Modes,Alternative Mode,Private Shuttle or Other Transit,0.0,6955
Reporting Group,Bus,Quincy - West,Income,Household Income,140% to 200% of Area Median Income,0.006607051,3129
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,State,Income,Household Income,60% to 80% of Area Median Income,0.179683087,5271
Reporting Group,Rapid Transit or Bus Rapid Transit - Silver Line BRT,SL2,Other Demographics,Gender,Non-Binary,0.010465155,12266
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Eliot to Riverside,Access Mode,Access to First MBTA Service,Taxi or Rideshare Company,0.06430051,6500
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,JFK/UMass,Income,Household Income,200% or more of Area Median Income,0.01754593,11219
Reporting Group,Bus,32,Fares,Reduced Fares,Blind Access CharlieCard,0.002310027,1086
Reporting Group,Bus,10,Other Demographics,Age,35 to 44,0.177924576,182
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Tufts Medical Center,Trip Purpose and Frequency,Trip Purpose,Home-based Other,0.170695929,10158
Reporting Group,Ferry,Ferry,Alternative Modes,Alternative Mode,Drive Alone,0.405305579,4783
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Massachusetts Avenue,Vehicles,Cars per Capita,Strictly between 0 and 0.5,0.25138894,9206
Reporting Group,Bus,67 & 77,Vehicles,Cars per Capita,0,0.351611562,1955
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Hynes Convention Center,Fares,Fare Product,Semester Pass,0.066571064,7045
Reporting Group,Bus,Brighton/Allston/Watertown - Boston,Other Demographics,Age,Under 18,0.020886579,2037
Reporting Group,Bus,Chelsea/East Boston/Lynn/Revere - Core,Vehicles,Cars per Capita,Strictly between 0.5 and 1,0.011294165,2665
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Symphony,Vehicles,Cars per Capita,0,0.619147168,8332
