aggregation_level,service_mode,reporting_group,measure_group,measure,category,weighted_percent,ObjectId
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Ball Square,Income,Household Income,60% to 80% of Area Median Income,0.205937273,6261
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Downtown Crossing,Vehicles,Cars per Capita,0,0.420656353,9071
Reporting Group,Bus,Jamaica Plain/Roslindale/Hyde Park,Other Demographics,Ability to Understand English,Never,0.011781165,2849
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Community College,Access Mode,Access to First MBTA Service,Drove Alone,0.004507003,8537
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Summit Ave to Cleveland Circle,Vehicles,Usable Cars,2,0.127767933,8181
Reporting Group,Bus,Malden/Everett - North,Race and Ethnicity,Race,Other,0.03538169,2928
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Wollaston,Vehicles,Cars per Capita,Strictly between 0.5 and 1,0.041179401,12142
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Government Center,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.079606101,6714
Reporting Group,Rapid Transit or Bus Rapid Transit - Mattapan Trolley,Mattapan Trolley,Other Demographics,Age,18 to 25,0.254280951,8411
Reporting Group,Commuter Rail,Providence/Stoughton Line,Trip Purpose and Frequency,Trip Purpose,Home-based Other,0.167112042,4722
Rapid Transit or Bus Rapid Transit Line,Rapid Transit or Bus Rapid Transit - Orange Line,All Orange Line,Fares,Fare Product,Other,0.008287976,12637
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Chinatown,Income,Household Income,60% to 80% of Area Median Income,0.208611093,8599
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Fares,Fare Product,7-day Pass,0.326905126,5043
Reporting Group,Bus,32,Race and Ethnicity,Race,American Indian or Alaska Native,0.023384294,1011
Reporting Group,Bus,32,Access Mode,Access to First MBTA Service,"Bike, Scooter or Other Micromobility",0.010044913,1062
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,North Station,Trip Purpose and Frequency,Trip Purpose,Home-based Other,0.159857578,9575
Service Mode,Bus,All Bus,Fares,Fare Product,7-day Pass,0.236152915,13018
Reporting Group,Bus,23,Income,Household Income,Prefer not to say,0.106381862,979
Reporting Group,Commuter Rail,Providence/Stoughton Line,Fares,Fare Product,Semester Pass,0.017173172,4721
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Oak Grove,Income,Title VI Low-Income,Yes,0.646912034,9553
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Vehicles,Usable Cars,2,0.094852651,8303
Reporting Group,Bus,Jamaica Plain/Roslindale/Hyde Park,Race and Ethnicity,Race,Asian,0.106195413,3025
Service Mode,Commuter Rail,All Commuter Rail,Income,Household Income,100% to 140% of Area Median Income,0.108838087,12898
Reporting Group,Bus,Cambridge/Arlington - Alewife,Income,Household Income,80% to 100% of Area Median Income,0.103630561,2715
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Griggs Street to Warren Street,Alternative Modes,Alternative Mode,Drive Alone,0.016113645,6897
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Brookline Village to Beaconsfield,Vehicles,Usable Cars,2,0.212786757,6418
Reporting Group,Bus,104,Trip Purpose and Frequency,Frequency,3 to 4 days per week,0.169326124,34
Service Mode,Commuter Rail,All Commuter Rail,Other Demographics,Gender,Non-Binary,0.019291286,13082
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,JFK/UMass,Trip Purpose and Frequency,Frequency,1 to 2 days per week,0.085341314,11255
Reporting Group,Bus,Roxbury/Dorchester/Mattapan/South End & Jamaica Plain/Roslindale/Hyde Park,Access Mode,Access to First MBTA Service,Drove Alone,0.003585095,3276
Reporting Group,Bus,16,Fares,Fare Product,Pay-as-you-go,0.267561644,469
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Race and Ethnicity,Race,Asian,0.159556901,7800
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Griggs Street to Warren Street,Income,Household Income,Prefer not to say,0.077687818,7111
Reporting Group,Bus,57,Race and Ethnicity,Race,Middle Eastern or North African,0.021283111,1531
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Orient Heights,Access Mode,Access to First MBTA Service,Drove Alone,0.014399629,5350
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,South Station,Access Mode,Access to First MBTA Service,Taxi or Rideshare Company,0.026753184,11869
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Orient Heights,Race and Ethnicity,Race,Other,0.110215606,5479
Reporting Group,Rapid Transit or Bus Rapid Transit - Silver Line BRT,SL2,Other Demographics,Ability to Understand English,Often,0.062942276,12173
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Oak Grove,Fares,Fare Product,1-day Pass,0.007066626,9464
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,North Station,Trip Purpose and Frequency,Frequency,6 to 7 days per week,0.076065281,9537
Reporting Group,Commuter Rail,Newburyport/Rockport Line,Income,Household Income,Less than 30% of Area Median Income,0.078661621,4502
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Ruggles,Trip Purpose and Frequency,Frequency,1 to 3 days per month,0.045227632,9707
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Other Demographics,Age,26 to 34,0.385230746,4985
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Harvard,Fares,Fare Product,Other,0.004847679,10812
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Tufts Medical Center,Fares,Fare Product,7-day Pass,0.156747054,10261
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Government Center,Alternative Modes,Used Alternative Mode,No,0.890269886,6661
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Maverick,Race and Ethnicity,Title VI Minority,No,0.343274116,5512
Reporting Group,Bus,61 & 70,Access Mode,Access to First MBTA Service,Taxi or Rideshare Company,0.010288865,1770
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Copley,Income,Household Income,200% or more of Area Median Income,0.013607744,6462
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Tufts Medical Center,Trip Purpose and Frequency,Trip Purpose,Home-based Work,0.60813121,10152
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,State,Access Mode,Access to First MBTA Service,Carpooled or Dropped off by Personal Vehicle,0.022351914,9859
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Green Street,Race and Ethnicity,Hispanic or Latino/Latina,Yes,0.221195246,8833
Service Mode,Commuter Rail,All Commuter Rail,Trip Purpose and Frequency,Frequency,1 to 2 days per week,0.14623299,13101
Reporting Group,Bus,10,Other Demographics,Ability to Understand English,Never,0.006670983,178
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Government Center,Income,Household Income,30% to 60% of Area Median Income,0.289284909,5000
Reporting Group,Bus,71,Access Mode,Access to First MBTA Service,Drove Alone,0.005940775,1965
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Maverick,Other Demographics,Age,Under 18,0.037052497,5332
Reporting Group,Bus,Jamaica Plain/Roslindale/Hyde Park,Trip Purpose and Frequency,Frequency,6 to 7 days per week,0.081870037,3069
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Wollaston,Other Demographics,Age,Under 18,0.030096679,12230
Reporting Group,Commuter Rail,Lowell Line,Other Demographics,Age,26 to 34,0.279456296,4520
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Brookline Village to Beaconsfield,Income,Household Income,100% to 140% of Area Median Income,0.130752507,6299
Reporting Group,Bus,Quincy - West,Fares,Reduced Fares,Other Reduced or Free Fare,0.001793141,3101
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Magoun Square,Trip Purpose and Frequency,Trip Purpose,Home-based Social Activity,0.114900827,7226
Rapid Transit or Bus Rapid Transit Line,Rapid Transit or Bus Rapid Transit - Red Line,All Red Line,Alternative Modes,Used Alternative Mode,Yes,0.137849561,12622
Reporting Group,Ferry,Ferry,Race and Ethnicity,Race,Middle Eastern or North African,0.009725585,5200
Reporting Group,Bus,104,Trip Purpose and Frequency,Trip Purpose,Non-home Based,0.132643303,42
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Stony Brook,Alternative Modes,Alternative Mode,Private Shuttle or Other Transit,0.0,9845
Reporting Group,Bus,57,Other Demographics,Ability to Understand English,Never,0.005481694,1513
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Gilman Square and East Somerville,Vehicles,Cars per Capita,1 or more,0.128507251,6456
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Wollaston,Other Demographics,Age,18 to 25,0.344568675,12231
Reporting Group,Bus,4 & 7,Race and Ethnicity,Hispanic or Latino/Latina,Prefer not to say,0.013232753,1490
Reporting Group,Bus,86,Income,Household Income,Less than 30% of Area Median Income,0.188361019,2128
Reporting Group,Bus,1,Other Demographics,Age,65 or older,0.026148751,51
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Chinatown,Alternative Modes,Alternative Mode,Other,0.022262898,8676
Reporting Group,Bus,39,Other Demographics,Age,26 to 34,0.33033684,1384
Reporting Group,Bus,23,Vehicles,Cars per Capita,1 or more,0.012862957,926
Reporting Group,Commuter Rail,Greenbush Line,Race and Ethnicity,Race,Middle Eastern or North African,0.014645659,4192
Reporting Group,Commuter Rail,Franklin/Foxboro Line,Income,Household Income,140% to 200% of Area Median Income,0.05700866,4048
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Massachusetts Avenue,Trip Purpose and Frequency,Trip Purpose,Home-based Social Activity,0.074809746,9202
Reporting Group,Bus,Malden/Everett - North,Fares,Reduced Fares,Full Fare,0.821830502,3077
Reporting Group,Rapid Transit or Bus Rapid Transit - Silver Line BRT,SL1,Alternative Modes,Used Alternative Mode,No,0.884749324,12163
Rapid Transit or Bus Rapid Transit Line,Rapid Transit or Bus Rapid Transit - Silver Line BRT,All Silver Line BRT,Vehicles,Cars per Capita,Other,0.165988633,12994
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Government Center,Fares,Reduced Fares,Transportation Access Pass (TAP),0.013254784,4994
Reporting Group,Commuter Rail,Kingston Line,Fares,Fare Product,1-day Pass,0.035541992,4100
Reporting Group,Commuter Rail,Fairmount Line,Income,Household Income,Less than 30% of Area Median Income,0.130381447,3985
Reporting Group,Commuter Rail,Needham Line,Vehicles,Cars per Capita,1 or more,0.080483546,4465
Reporting Group,Rapid Transit or Bus Rapid Transit - Silver Line BRT,SL2,Vehicles,Cars per Capita,Strictly between 0.5 and 1,0.053090313,12294
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Davis,Other Demographics,Ability to Understand English,Never,0.002029134,10996
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Green Street,Race and Ethnicity,Race,Prefer not to say,0.058793856,8843
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Shawmut,Trip Purpose and Frequency,Trip Purpose,Home-based School,0.108782398,11803
Reporting Group,Bus,4 & 7,Other Demographics,Age,65 or older,0.035973543,1484
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Brookline Village to Beaconsfield,Fares,Reduced Fares,Transportation Access Pass (TAP),0.005442776,6293
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Government Center,Income,Household Income,60% to 80% of Area Median Income,0.273497222,5007
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Savin Hill,Other Demographics,Ability to Understand English,Always,0.968878968,11682
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Ruggles,Fares,Reduced Fares,Senior CharlieCard,0.016597219,9727
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Haymarket,Other Demographics,Age,45 to 64,0.118877671,8998
Rapid Transit or Bus Rapid Transit Line,Rapid Transit or Bus Rapid Transit - Green Line,All Green Line,Vehicles,Usable Cars,3 or more,0.031818884,12634
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Downtown Crossing,Race and Ethnicity,Title VI Minority,Yes,0.629902624,8927
Reporting Group,Bus,34 & 34E,Vehicles,Usable Cars,1,0.41612158,1176
Reporting Group,Bus,71,Race and Ethnicity,Race,Asian,0.149088776,1769
Reporting Group,Commuter Rail,Greenbush Line,Other Demographics,Gender,Man,0.406988452,4393
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Back Bay,Income,Household Income,200% or more of Area Median Income,0.053392429,8742
Reporting Group,Bus,9,Fares,Reduced Fares,Senior CharlieCard,0.020196728,2239
Reporting Group,Bus,39,Access Mode,Access to First MBTA Service,Walked,0.971334208,1179
Reporting Group,Bus,Jamaica Plain/Roslindale/Hyde Park,Race and Ethnicity,Hispanic or Latino/Latina,Yes,0.215922138,3017
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Trip Purpose and Frequency,Trip Purpose,Home-based Work,0.591601951,4901
Reporting Group,Bus,Quincy - East,Race and Ethnicity,Race,White,0.542215293,2883
Reporting Group,Bus,9,Fares,Fare Product,Semester Pass,0.002604271,2233
Reporting Group,Bus,104,Fares,Reduced Fares,Youth Pass,0.017153301,397
Reporting Group,Bus,10,Income,Household Income,60% to 80% of Area Median Income,0.193273896,168
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Quincy Adams,Alternative Modes,Alternative Mode,Other,0.0,11948
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Trip Purpose and Frequency,Trip Purpose,Non-home Based,0.121862264,4915
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Griggs Street to Warren Street,Income,Household Income,Less than 30% of Area Median Income,0.151649416,7094
Rapid Transit or Bus Rapid Transit Line,Rapid Transit or Bus Rapid Transit - Red Line,All Red Line,Trip Purpose and Frequency,Frequency,5 days per week,0.381506242,13032
Service Mode,Ferry,All Ferry,Access Mode,Access to First MBTA Service,Drove Alone,0.103267869,12862
Reporting Group,Commuter Rail,Fairmount Line,Income,Title VI Low-Income,Yes,0.729219577,3992
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,JFK/UMass,Other Demographics,Age,65 or older,0.006938188,11233
Reporting Group,Bus,"8, 55 & CT3",Trip Purpose and Frequency,Trip Purpose,Home-based Other,0.161169677,2086
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Other Demographics,Ability to Understand English,Often,0.029892814,7996
Reporting Group,Bus,Brighton/Allston/Watertown - Other Suburb,Race and Ethnicity,Race,American Indian or Alaska Native,0.069702641,2630
Reporting Group,Rapid Transit or Bus Rapid Transit - Mattapan Trolley,Mattapan Trolley,Access Mode,Access to First MBTA Service,Private Shuttle or Other Transit,0.029496908,8073
Reporting Group,Bus,66,Race and Ethnicity,Race,White,0.452379184,1685
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Union Square,Access Mode,Access to First MBTA Service,Drove Alone,0.006469458,8342
Reporting Group,Bus,"114, 116, & 117",Alternative Modes,Used Alternative Mode,No,0.872002869,435
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Alternative Modes,Alternative Mode,Drive or Ride in a Carpool,0.202096175,7681
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Green Street,Alternative Modes,Alternative Mode,Different MBTA Service,0.262849902,9162
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Haymarket,Alternative Modes,Alternative Mode,"Bike, Scooter, or Other Micromobility",0.0,6876
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Wollaston,Vehicles,Cars per Capita,Strictly between 0 and 0.5,0.283117106,12141
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Medford/Tufts,Other Demographics,Age,45 to 64,0.051634583,7339
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Community College,Other Demographics,Age,18 to 25,0.336871017,8460
Reporting Group,Bus,Malden/Everett - North,Fares,Reduced Fares,Senior CharlieCard,0.03614268,3080
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Trip Purpose and Frequency,Trip Purpose,Home-based Social Activity,0.129377963,7772
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Maverick,Access Mode,Access to First MBTA Service,Carpooled or Dropped off by Personal Vehicle,0.03952947,5220
Reporting Group,Bus,Roxbury/Dorchester/Mattapan/South End & Jamaica Plain/Roslindale/Hyde Park,Income,Household Income,60% to 80% of Area Median Income,0.21335346,3523
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Kenmore,Trip Purpose and Frequency,Frequency,6 to 7 days per week,0.076212776,7599
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Quincy Adams,Alternative Modes,Alternative Mode,Different MBTA Service,0.049515667,11925
Rapid Transit or Bus Rapid Transit Line,Rapid Transit or Bus Rapid Transit - Green Line,All Green Line,Other Demographics,Age,65 or older,0.024285566,12484
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Haymarket,Trip Purpose and Frequency,Trip Purpose,Home-based Social Activity,0.076814205,7172
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Park Street,Other Demographics,Gender,Man,0.401822696,11505
Reporting Group,Bus,11,Access Mode,Access to First MBTA Service,Carpooled or Dropped off by Personal Vehicle,0.021810031,252
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Quincy Adams,Alternative Modes,Alternative Mode,Drive or Ride in a Carpool,0.301232192,11937
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Community College,Access Mode,Access to First MBTA Service,The RIDE,0.008007663,8541
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Harvard,Trip Purpose and Frequency,Frequency,6 to 7 days per week,0.073830316,10969
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Symphony,Fares,Fare Product,Other,0.006431621,8204
Rapid Transit or Bus Rapid Transit Line,Rapid Transit or Bus Rapid Transit - Mattapan Trolley,All Mattapan Trolley,Other Demographics,Gender,Other,0.002785661,12671
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Downtown Crossing,Race and Ethnicity,Race,Prefer not to say,0.041572503,11124
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Arlington,Fares,Reduced Fares,Youth Pass,0.006893283,5640
Reporting Group,Commuter Rail,Middleborough/Lakeville Line,Race and Ethnicity,Hispanic or Latino/Latina,Yes,0.17982243,4771
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Assembly,Vehicles,Cars per Capita,Strictly between 0 and 0.5,0.297133602,8758
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Other Demographics,Age,18 to 25,0.272074019,7602
Reporting Group,Bus,23,Access Mode,Access to First MBTA Service,Carpooled or Dropped off by Personal Vehicle,0.01159646,901
Reporting Group,Commuter Rail,Haverhill Line,Alternative Modes,Used Alternative Mode,Yes,0.155173448,4005
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Ball Square,Income,Title VI Low-Income,Yes,0.584371571,6267
Reporting Group,Bus,111,Alternative Modes,Used Alternative Mode,Yes,0.121424482,150
Reporting Group,Commuter Rail,Providence/Stoughton Line,Race and Ethnicity,Title VI Minority,No,0.528773702,4644
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Community College,Trip Purpose and Frequency,Frequency,6 to 7 days per week,0.067437312,8485
Reporting Group,Bus,Cambridge/Arlington - Harvard,Race and Ethnicity,Race,Asian,0.176547023,2401
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Ruggles,Other Demographics,Age,18 to 25,0.437238621,9807
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Race and Ethnicity,Race,Prefer not to say,0.02774084,7832
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Griggs Street to Warren Street,Alternative Modes,Alternative Mode,Taxi or Rideshare Company,0.404869697,6965
Reporting Group,Bus,Chelsea/East Boston/Lynn/Revere - Core,Other Demographics,Age,26 to 34,0.298090165,2674
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Back Bay,Income,Household Income,60% to 80% of Area Median Income,0.145413302,8727
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Stony Brook,Trip Purpose and Frequency,Trip Purpose,Home-based Social Activity,0.077605887,9980
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Blandford Street to BU Central,Race and Ethnicity,Race,Asian,0.347642485,6033
Reporting Group,Bus,1,Access Mode,Access to First MBTA Service,Walked,0.941866137,201
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Northeastern to Longwood Medical Area,Other Demographics,Age,18 to 25,0.516798404,7485
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Back Bay,Alternative Modes,Alternative Mode,Drive or Ride in a Carpool,0.140749781,8776
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Government Center,Vehicles,Usable Cars,2,0.117720022,5217
Reporting Group,Bus,15,Alternative Modes,Alternative Mode,Walk,0.209021383,764
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Maverick,Other Demographics,Gender,Prefer not to say,0.007660608,5398
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,South Station,Access Mode,Access to First MBTA Service,Carpooled or Dropped off by Personal Vehicle,0.060247711,11807
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Kenmore,Trip Purpose and Frequency,Trip Purpose,Home-based Social Activity,0.092254582,7368
Reporting Group,Rapid Transit or Bus Rapid Transit - Silver Line BRT,SL1,Fares,Reduced Fares,Blind Access CharlieCard,0.001818555,12254
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Malden Center,Alternative Modes,Alternative Mode,Walk,0.197819063,9416
Reporting Group,Bus,Quincy - East,Other Demographics,Ability to Understand English,Never,0.01485635,2865
Reporting Group,Bus,Malden/Everett - North,Vehicles,Usable Cars,2,0.12797172,2969
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Chinatown,Trip Purpose and Frequency,Trip Purpose,Non-home Based,0.103892541,8526
Reporting Group,Bus,9,Race and Ethnicity,Race,White,0.659969084,2070
Reporting Group,Bus,47,Race and Ethnicity,Race,White,0.475118534,1214
Service Mode,Ferry,All Ferry,Alternative Modes,Alternative Mode,Walk,0.0764098,12870
Reporting Group,Bus,Roxbury/Dorchester/Mattapan/South End - West,Access Mode,Access to First MBTA Service,Walked,0.929791034,3479
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Income,Household Income,140% to 200% of Area Median Income,0.01794394,7934
Rapid Transit or Bus Rapid Transit Line,Rapid Transit or Bus Rapid Transit - Green Line,All Green Line,Income,Household Income,30% to 60% of Area Median Income,0.275004563,12465
Reporting Group,Bus,9,Vehicles,Cars per Capita,1 or more,0.129602048,2268
Reporting Group,Bus,9,Vehicles,Usable Cars,2,0.220234446,2271
Systemwide,All Modes,Systemwide,Fares,Reduced Fares,Other Reduced or Free Fare,0.00354687,13373
Reporting Group,Commuter Rail,Franklin/Foxboro Line,Fares,Reduced Fares,Full Fare,0.747697428,4036
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Central,Access Mode,Access to First MBTA Service,"Bike, Scooter or Other Micromobility",0.019819916,10453
Reporting Group,Bus,1,Vehicles,Usable Cars,0,0.476546688,84
Rapid Transit or Bus Rapid Transit Line,Rapid Transit or Bus Rapid Transit - Mattapan Trolley,All Mattapan Trolley,Fares,Reduced Fares,Senior CharlieCard,0.02531323,12672
Reporting Group,Bus,Roxbury/Dorchester/Mattapan/South End - West,Alternative Modes,Alternative Mode,Taxi or Rideshare Company,0.279189164,3488
Reporting Group,Commuter Rail,Haverhill Line,Income,Household Income,100% to 140% of Area Median Income,0.11992635,4337
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,South Station,Other Demographics,Gender,Prefer not to say,0.003016663,12076
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Brigham Circle to Heath Street,Trip Purpose and Frequency,Frequency,3 to 4 days per week,0.259700325,6187
Reporting Group,Commuter Rail,Lowell Line,Fares,Reduced Fares,Senior CharlieCard,0.022381937,4316
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,South Station,Trip Purpose and Frequency,Frequency,1 to 2 days per week,0.118761112,12100
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Income,Household Income,Less than 30% of Area Median Income,0.057790277,5051
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Washington Street to Boston College,Alternative Modes,Alternative Mode,Different MBTA Service,0.421839293,8374
Reporting Group,Bus,28 & 29,Alternative Modes,Alternative Mode,Different MBTA Service,0.319451602,938
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Kenmore,Trip Purpose and Frequency,Frequency,5 days per week,0.402824638,7600
Reporting Group,Commuter Rail,Lowell Line,Trip Purpose and Frequency,Trip Purpose,Home-based Other,0.177134161,4603
Reporting Group,Bus,"114, 116, & 117",Alternative Modes,Alternative Mode,Walk,0.169344694,430
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Fenway and Longwood,Race and Ethnicity,Race,Asian,0.181331171,6776
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Jackson Square,Race and Ethnicity,Hispanic or Latino/Latina,Prefer not to say,0.009772123,9376
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Malden Center,Access Mode,Access to First MBTA Service,Carpooled or Dropped off by Personal Vehicle,0.069618007,9407
Service Mode,Commuter Rail,All Commuter Rail,Alternative Modes,Alternative Mode,Different MBTA Service,0.287615587,12824
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Stony Brook,Fares,Fare Product,1-day Pass,0.003532669,9894
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Chinatown,Vehicles,Usable Cars,2,0.133985456,8533
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Magoun Square,Race and Ethnicity,Hispanic or Latino/Latina,Yes,0.251445336,7204
Reporting Group,Commuter Rail,Kingston Line,Alternative Modes,Alternative Mode,Other,0.0,4092
Reporting Group,Bus,Quincy - East,Alternative Modes,Alternative Mode,Drive Alone,0.234900323,3083
Reporting Group,Commuter Rail,Haverhill Line,Other Demographics,Age,26 to 34,0.299738406,4349
Reporting Group,Bus,73,Alternative Modes,Alternative Mode,Drive Alone,0.267363501,1784
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Suffolk Downs and Orient Heights,Income,Household Income,80% to 100% of Area Median Income,0.098904615,5788
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Orient Heights,Income,Household Income,30% to 60% of Area Median Income,0.303878698,5466
Reporting Group,Rapid Transit or Bus Rapid Transit - Orange Line,Wellington,Fares,Fare Product,Pay-as-you-go,0.300517526,10385
Reporting Group,Bus,Brighton/Allston/Watertown - Boston,Trip Purpose and Frequency,Trip Purpose,Home-based Social Activity,0.057624718,2367
Reporting Group,Rapid Transit or Bus Rapid Transit - Red Line,Braintree,Fares,Fare Product,Pay-as-you-go,0.409141783,10773
Reporting Group,Bus,32,Fares,Reduced Fares,Youth Pass,0.043758124,1084
Reporting Group,Bus,11,Other Demographics,Age,26 to 34,0.376595104,294
Reporting Group,Commuter Rail,Newburyport/Rockport Line,Trip Purpose and Frequency,Trip Purpose,Home-based Other,0.188306949,4794
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Ball Square,Access Mode,Access to First MBTA Service,Drove Alone,0.009432218,5999
